number,generation,index_within_generation,parent,r_coord,theta_coord,weight
559,5,76,8991,1.79,34.61538461538461,0.01
560,6,85,6444,0.99,15.0,0.01
561,5,77,6354,19.95,15.0,0.01
562,4,136,6264,29.79,15.0,0.01
563,2,16,6174,99.92,15.0,0.01
564,8,126,6084,4.83,14.25,0.01
565,7,87,5994,7.79,14.558823529411764,0.01
566,8,127,6084,4.83,15.0,0.01
567,4,137,7083,4.3500000000000005,15.833333333333334,0.01
568,4,138,8082,19.47,20.357142857142858,0.01
569,5,78,9081,1.95,35.625,0.01
570,6,86,7443,15.99,15.0,0.01
571,4,139,7353,2.19,16.666666666666668,0.01
572,7,88,7263,2.91,17.5,0.01
573,6,87,7173,13.47,17.0,0.01
574,4,140,7083,4.3500000000000005,16.666666666666668,0.01
575,5,79,6993,2.43,16.5,0.01
576,4,141,7083,4.3500000000000005,17.5,0.01
577,6,88,7173,13.47,18.0,0.01
578,7,89,8172,13.950000000000001,21.25,0.01
579,4,142,9171,1.71,36.42857142857143,0.01
580,8,128,8442,1.47,20.0,0.01
581,3,32,8352,34.89,22.5,0.01
582,6,89,8262,2.43,22.5,0.01
583,7,90,8172,13.950000000000001,22.5,0.01
584,4,143,8082,19.47,21.428571428571427,0.01
585,7,91,7992,7.63,21.52173913043478,0.01
586,4,144,8082,19.47,22.5,0.01
587,7,92,8172,13.950000000000001,23.75,0.01
588,6,90,8262,2.43,24.0,0.01
589,4,145,9261,1.47,37.5,0.01
590,8,129,9441,0.99,37.5,0.01
591,8,130,9351,1.23,39.0,0.01
592,4,146,9261,1.47,40.0,0.01
593,4,147,9171,1.71,38.57142857142857,0.01
594,5,80,9081,1.95,37.5,0.01
595,5,81,8991,1.79,38.07692307692308,0.01
596,5,82,9081,1.95,39.375,0.01
597,4,148,9171,1.71,40.714285714285715,0.01
598,4,149,9261,1.47,42.5,0.01
599,8,131,9351,1.23,42.0,0.01
600,7,93,5994,7.79,15.882352941176471,0.01
601,8,132,6084,4.83,15.75,0.01
602,2,17,6174,99.92,15.9375,0.01
603,4,150,6264,29.79,16.25,0.01
604,5,83,6354,19.95,16.875,0.01
605,6,91,6444,0.99,18.75,0.01
606,5,84,6534,0.27,15.0,0.01
607,4,151,7533,0.75,15.0,0.01
608,3,33,8532,24.27,18.75,0.01
609,8,133,9531,0.75,35.0,0.01
610,8,134,6084,4.83,16.5,0.01
611,7,94,5994,7.79,17.205882352941178,0.01
612,8,135,6084,4.83,17.25,0.01
613,2,18,6174,99.92,16.875,0.01
614,4,152,6264,29.79,17.5,0.01
615,5,85,6354,19.95,18.75,0.01
616,6,92,6444,0.99,22.5,0.01
617,6,93,7443,15.99,17.5,0.01
618,8,136,8442,1.47,22.5,0.01
619,8,137,9441,0.99,41.25,0.01
620,2,19,6174,99.92,17.8125,0.01
621,8,138,6084,4.83,18.0,0.01
622,7,95,5994,7.79,18.529411764705884,0.01
623,8,139,6084,4.83,18.75,0.01
624,2,20,6174,99.92,18.75,0.01
625,4,153,6264,29.79,18.75,0.01
626,5,86,6354,19.95,20.625,0.01
627,4,154,7353,2.19,18.333333333333332,0.01
628,3,34,8352,34.89,24.375,0.01
629,8,140,9351,1.23,45.0,0.01
630,4,155,6264,29.79,20.0,0.01
631,2,21,6174,99.92,19.6875,0.01
632,8,141,6084,4.83,19.5,0.01
633,7,96,5994,7.79,19.852941176470587,0.01
634,8,142,6084,4.83,20.25,0.01
635,2,22,6174,99.92,20.625,0.01
636,4,156,6264,29.79,21.25,0.01
637,7,97,7263,2.91,18.75,0.01
638,6,94,8262,2.43,25.5,0.01
639,4,157,9261,1.47,45.0,0.01
640,5,87,6354,19.95,22.5,0.01
641,4,158,6264,29.79,22.5,0.01
642,2,23,6174,99.92,21.5625,0.01
643,8,143,6084,4.83,21.0,0.01
644,7,98,5994,7.79,21.176470588235293,0.01
645,8,144,6084,4.83,21.75,0.01
646,2,24,6174,99.92,22.5,0.01
647,6,95,7173,13.47,19.0,0.01
648,7,99,8172,13.950000000000001,25.0,0.01
649,4,159,9171,1.71,42.857142857142854,0.01
650,6,96,6444,0.99,26.25,0.01
651,5,88,6354,19.95,24.375,0.01
652,4,160,6264,29.79,23.75,0.01
653,2,25,6174,99.92,23.4375,0.01
654,8,145,6084,4.83,22.5,0.01
655,7,100,5994,7.79,22.5,0.01
656,8,146,6084,4.83,23.25,0.01
657,4,161,7083,4.3500000000000005,18.333333333333332,0.01
658,4,162,8082,19.47,23.571428571428573,0.01
659,5,89,9081,1.95,41.25,0.01
660,5,90,6534,0.27,30.0,0.01
661,6,97,6444,0.99,30.0,0.01
662,5,91,6354,19.95,26.25,0.01
663,4,163,6264,29.79,25.0,0.01
664,2,26,6174,99.92,24.375,0.01
665,8,147,6084,4.83,24.0,0.01
666,7,101,5994,7.79,23.823529411764707,0.01
667,5,92,6993,2.43,18.0,0.01
668,7,102,7992,7.63,23.47826086956522,0.01
669,5,93,8991,1.79,41.53846153846154,0.01
670,4,164,7533,0.75,20.0,0.01
671,6,98,7443,15.99,20.0,0.01
672,4,165,7353,2.19,20.0,0.01
673,7,103,7263,2.91,20.0,0.01
674,6,99,7173,13.47,20.0,0.01
675,4,166,7083,4.3500000000000005,19.166666666666668,0.01
676,5,94,6993,2.43,19.5,0.01
677,4,167,7083,4.3500000000000005,20.0,0.01
678,4,168,8082,19.47,24.642857142857142,0.01
679,5,95,9081,1.95,43.125,0.01
680,3,35,8532,24.27,22.5,0.01
681,8,148,8442,1.47,25.0,0.01
682,3,36,8352,34.89,26.25,0.01
683,6,100,8262,2.43,27.0,0.01
684,7,104,8172,13.950000000000001,26.25,0.01
685,4,169,8082,19.47,25.714285714285715,0.01
686,7,105,7992,7.63,25.434782608695652,0.01
687,4,170,8082,19.47,26.785714285714285,0.01
688,7,106,8172,13.950000000000001,27.5,0.01
689,4,171,9171,1.71,45.0,0.01
690,8,149,9531,0.75,40.0,0.01
691,8,150,9441,0.99,45.0,0.01
692,8,151,9351,1.23,48.0,0.01
693,4,172,9261,1.47,47.5,0.01
694,4,173,9171,1.71,47.142857142857146,0.01
695,5,96,9081,1.95,45.0,0.01
696,5,97,8991,1.79,45.0,0.01
697,5,98,9081,1.95,46.875,0.01
698,4,174,9171,1.71,49.285714285714285,0.01
699,4,175,9261,1.47,50.0,0.01
700,5,99,6993,2.43,21.0,0.01
701,4,176,7083,4.3500000000000005,20.833333333333332,0.01
702,6,101,7173,13.47,21.0,0.01
703,7,107,7263,2.91,21.25,0.01
704,4,177,7353,2.19,21.666666666666668,0.01
705,6,102,7443,15.99,22.5,0.01
706,4,178,7533,0.75,25.0,0.01
707,7,108,7623,0.21,20.0,0.01
708,6,103,8622,0.51,22.5,0.01
709,4,179,9621,3.33,37.5,0.01
710,4,180,7083,4.3500000000000005,21.666666666666668,0.01
711,5,100,6993,2.43,22.5,0.01
712,4,181,7083,4.3500000000000005,22.5,0.01
713,6,104,7173,13.47,22.0,0.01
714,7,109,7263,2.91,22.5,0.01
715,4,182,7353,2.19,23.333333333333332,0.01
716,6,105,7443,15.99,25.0,0.01
717,4,183,7533,0.75,30.0,0.01
718,3,37,8532,24.27,26.25,0.01
719,8,152,9531,0.75,45.0,0.01
720,6,106,7173,13.47,23.0,0.01
721,4,184,7083,4.3500000000000005,23.333333333333332,0.01
722,5,101,6993,2.43,24.0,0.01
723,4,185,7083,4.3500000000000005,24.166666666666668,0.01
724,6,107,7173,13.47,24.0,0.01
725,7,110,7263,2.91,23.75,0.01
726,4,186,7353,2.19,25.0,0.01
727,6,108,7443,15.99,27.5,0.01
728,8,153,8442,1.47,27.5,0.01
729,8,154,9441,0.99,48.75,0.01
730,7,111,7263,2.91,25.0,0.01
731,6,109,7173,13.47,25.0,0.01
732,4,187,7083,4.3500000000000005,25.0,0.01
733,5,102,6993,2.43,25.5,0.01
734,4,188,7083,4.3500000000000005,25.833333333333332,0.01
735,6,110,7173,13.47,26.0,0.01
736,7,112,7263,2.91,26.25,0.01
737,4,189,7353,2.19,26.666666666666668,0.01
738,3,38,8352,34.89,28.125,0.01
739,8,155,9351,1.23,51.0,0.01
740,4,190,7353,2.19,28.333333333333332,0.01
741,7,113,7263,2.91,27.5,0.01
742,6,111,7173,13.47,27.0,0.01
743,4,191,7083,4.3500000000000005,26.666666666666668,0.01
744,5,103,6993,2.43,27.0,0.01
745,4,192,7083,4.3500000000000005,27.5,0.01
746,6,112,7173,13.47,28.0,0.01
747,7,114,7263,2.91,28.75,0.01
748,6,113,8262,2.43,28.5,0.01
749,4,193,9261,1.47,52.5,0.01
750,6,114,7443,15.99,30.0,0.01
751,4,194,7353,2.19,30.0,0.01
752,7,115,7263,2.91,30.0,0.01
753,6,115,7173,13.47,29.0,0.01
754,4,195,7083,4.3500000000000005,28.333333333333332,0.01
755,5,104,6993,2.43,28.5,0.01
756,4,196,7083,4.3500000000000005,29.166666666666668,0.01
757,6,116,7173,13.47,30.0,0.01
758,7,116,8172,13.950000000000001,28.75,0.01
759,4,197,9171,1.71,51.42857142857143,0.01
760,4,198,7533,0.75,35.0,0.01
761,6,117,7443,15.99,32.5,0.01
762,4,199,7353,2.19,31.666666666666668,0.01
763,7,117,7263,2.91,31.25,0.01
764,6,118,7173,13.47,31.0,0.01
765,4,200,7083,4.3500000000000005,30.0,0.01
766,5,105,6993,2.43,30.0,0.01
767,4,201,7083,4.3500000000000005,30.833333333333332,0.01
768,4,202,8082,19.47,27.857142857142858,0.01
769,5,106,9081,1.95,48.75,0.01
770,7,118,7623,0.21,40.0,0.01
771,4,203,7533,0.75,40.0,0.01
772,6,119,7443,15.99,35.0,0.01
773,4,204,7353,2.19,33.333333333333336,0.01
774,7,119,7263,2.91,32.5,0.01
775,6,120,7173,13.47,32.0,0.01
776,4,205,7083,4.3500000000000005,31.666666666666668,0.01
777,5,107,6993,2.43,31.5,0.01
778,7,120,7992,7.63,27.391304347826086,0.01
779,5,108,8991,1.79,48.46153846153846,0.01
780,6,121,8622,0.51,30.0,0.01
781,3,39,8532,24.27,30.0,0.01
782,8,156,8442,1.47,30.0,0.01
783,3,40,8352,34.89,30.0,0.01
784,6,122,8262,2.43,30.0,0.01
785,7,121,8172,13.950000000000001,30.0,0.01
786,4,206,8082,19.47,28.928571428571427,0.01
787,7,122,7992,7.63,29.347826086956523,0.01
788,4,207,8082,19.47,30.0,0.01
789,5,109,9081,1.95,50.625,0.01
790,4,208,9621,3.33,45.0,0.01
791,8,157,9531,0.75,50.0,0.01
792,8,158,9441,0.99,52.5,0.01
793,8,159,9351,1.23,54.0,0.01
794,4,209,9261,1.47,55.0,0.01
795,4,210,9171,1.71,53.57142857142857,0.01
796,5,110,9081,1.95,52.5,0.01
797,5,111,8991,1.79,51.92307692307692,0.01
798,5,112,9081,1.95,54.375,0.01
799,4,211,9171,1.71,55.714285714285715,0.01
800,7,123,7992,7.63,31.304347826086957,0.01
801,4,212,8082,19.47,31.071428571428573,0.01
802,7,124,8172,13.950000000000001,31.25,0.01
803,6,123,8262,2.43,31.5,0.01
804,3,41,8352,34.89,31.875,0.01
805,8,160,8442,1.47,32.5,0.01
806,3,42,8532,24.27,33.75,0.01
807,6,124,8622,0.51,37.5,0.01
808,7,125,8712,0.15,30.0,0.01
809,4,213,9711,0.27,45.0,0.01
810,4,214,8082,19.47,32.142857142857146,0.01
811,7,126,7992,7.63,33.26086956521739,0.01
812,4,215,8082,19.47,33.214285714285715,0.01
813,7,127,8172,13.950000000000001,32.5,0.01
814,6,125,8262,2.43,33.0,0.01
815,3,43,8352,34.89,33.75,0.01
816,8,161,8442,1.47,35.0,0.01
817,3,44,8532,24.27,37.5,0.01
818,6,126,8622,0.51,45.0,0.01
819,4,216,9621,3.33,52.5,0.01
820,7,128,8172,13.950000000000001,33.75,0.01
821,4,217,8082,19.47,34.285714285714285,0.01
822,7,129,7992,7.63,35.21739130434783,0.01
823,4,218,8082,19.47,35.357142857142854,0.01
824,7,130,8172,13.950000000000001,35.0,0.01
825,6,127,8262,2.43,34.5,0.01
826,3,45,8352,34.89,35.625,0.01
827,8,162,8442,1.47,37.5,0.01
828,3,46,8532,24.27,41.25,0.01
829,8,163,9531,0.75,55.0,0.01
830,6,128,8262,2.43,36.0,0.01
831,7,131,8172,13.950000000000001,36.25,0.01
832,4,219,8082,19.47,36.42857142857143,0.01
833,7,132,7992,7.63,37.17391304347826,0.01
834,4,220,8082,19.47,37.5,0.01
835,7,133,8172,13.950000000000001,37.5,0.01
836,6,129,8262,2.43,37.5,0.01
837,3,47,8352,34.89,37.5,0.01
838,8,164,8442,1.47,40.0,0.01
839,8,165,9441,0.99,56.25,0.01
840,3,48,8352,34.89,39.375,0.01
841,6,130,8262,2.43,39.0,0.01
842,7,134,8172,13.950000000000001,38.75,0.01
843,4,221,8082,19.47,38.57142857142857,0.01
844,7,135,7992,7.63,39.130434782608695,0.01
845,4,222,8082,19.47,39.642857142857146,0.01
846,7,136,8172,13.950000000000001,40.0,0.01
847,6,131,8262,2.43,40.5,0.01
848,3,49,8352,34.89,41.25,0.01
849,8,166,9351,1.23,57.0,0.01
850,8,167,8442,1.47,42.5,0.01
851,3,50,8352,34.89,43.125,0.01
852,6,132,8262,2.43,42.0,0.01
853,7,137,8172,13.950000000000001,41.25,0.01
854,4,223,8082,19.47,40.714285714285715,0.01
855,7,138,7992,7.63,41.08695652173913,0.01
856,4,224,8082,19.47,41.785714285714285,0.01
857,7,139,8172,13.950000000000001,42.5,0.01
858,6,133,8262,2.43,43.5,0.01
859,4,225,9261,1.47,57.5,0.01
860,3,51,8532,24.27,45.0,0.01
861,8,168,8442,1.47,45.0,0.01
862,3,52,8352,34.89,45.0,0.01
863,6,134,8262,2.43,45.0,0.01
864,7,140,8172,13.950000000000001,43.75,0.01
865,4,226,8082,19.47,42.857142857142854,0.01
866,7,141,7992,7.63,43.04347826086956,0.01
867,4,227,8082,19.47,43.92857142857143,0.01
868,7,142,8172,13.950000000000001,45.0,0.01
869,4,228,9171,1.71,57.857142857142854,0.01
870,6,135,8622,0.51,52.5,0.01
871,3,53,8532,24.27,48.75,0.01
872,8,169,8442,1.47,47.5,0.01
873,3,54,8352,34.89,46.875,0.01
874,6,136,8262,2.43,46.5,0.01
875,7,143,8172,13.950000000000001,46.25,0.01
876,4,229,8082,19.47,45.0,0.01
877,7,144,7992,7.63,45.0,0.01
878,4,230,8082,19.47,46.07142857142857,0.01
879,5,113,9081,1.95,56.25,0.01
880,7,145,8712,0.15,60.0,0.01
881,6,137,8622,0.51,60.0,0.01
882,3,55,8532,24.27,52.5,0.01
883,8,170,8442,1.47,50.0,0.01
884,3,56,8352,34.89,48.75,0.01
885,6,138,8262,2.43,48.0,0.01
886,7,146,8172,13.950000000000001,47.5,0.01
887,4,231,8082,19.47,47.142857142857146,0.01
888,7,147,7992,7.63,46.95652173913044,0.01
889,5,114,8991,1.79,55.38461538461539,0.01
890,4,232,9711,0.27,60.0,0.01
891,4,233,9621,3.33,60.0,0.01
892,8,171,9531,0.75,60.0,0.01
893,8,172,9441,0.99,60.0,0.01
894,8,173,9351,1.23,60.0,0.01
895,4,234,9261,1.47,60.0,0.01
896,4,235,9171,1.71,60.0,0.01
897,5,115,9081,1.95,58.125,0.01
898,5,116,8991,1.79,58.84615384615385,0.01
899,5,117,9081,1.95,60.0,0.01
900,5,118,8991,1.79,62.30769230769231,0.01
901,5,119,9081,1.95,61.875,0.01
902,4,236,9171,1.71,62.142857142857146,0.01
903,4,237,9261,1.47,62.5,0.01
904,8,174,9351,1.23,63.0,0.01
905,8,175,9441,0.99,63.75,0.01
906,8,176,9531,0.75,65.0,0.01
907,4,238,9621,3.33,67.5,0.01
908,4,239,9711,0.27,75.0,0.01
909,5,120,9801,0.09,60.0,0.01
910,5,121,9081,1.95,63.75,0.01
911,5,122,8991,1.79,65.76923076923077,0.01
912,5,123,9081,1.95,65.625,0.01
913,4,240,9171,1.71,64.28571428571429,0.01
914,4,241,9261,1.47,65.0,0.01
915,8,177,9351,1.23,66.0,0.01
916,8,178,9441,0.99,67.5,0.01
917,8,179,9531,0.75,70.0,0.01
918,4,242,9621,3.33,75.0,0.01
919,4,243,9711,0.27,90.0,0.01
920,4,244,9171,1.71,66.42857142857143,0.01
921,5,124,9081,1.95,67.5,0.01
922,5,125,8991,1.79,69.23076923076923,0.01
923,5,126,9081,1.95,69.375,0.01
924,4,245,9171,1.71,68.57142857142857,0.01
925,4,246,9261,1.47,67.5,0.01
926,8,180,9351,1.23,69.0,0.01
927,8,181,9441,0.99,71.25,0.01
928,8,182,9531,0.75,75.0,0.01
929,4,247,9621,3.33,82.5,0.01
930,4,248,9261,1.47,70.0,0.01
931,4,249,9171,1.71,70.71428571428571,0.01
932,5,127,9081,1.95,71.25,0.01
933,5,128,8991,1.79,72.6923076923077,0.01
934,5,129,9081,1.95,73.125,0.01
935,4,250,9171,1.71,72.85714285714286,0.01
936,4,251,9261,1.47,72.5,0.01
937,8,183,9351,1.23,72.0,0.01
938,8,184,9441,0.99,75.0,0.01
939,8,185,9531,0.75,80.0,0.01
940,8,186,9351,1.23,75.0,0.01
941,4,252,9261,1.47,75.0,0.01
942,4,253,9171,1.71,75.0,0.01
943,5,130,9081,1.95,75.0,0.01
944,5,131,8991,1.79,76.15384615384616,0.01
945,5,132,9081,1.95,76.875,0.01
946,4,254,9171,1.71,77.14285714285714,0.01
947,4,255,9261,1.47,77.5,0.01
948,8,187,9351,1.23,78.0,0.01
949,8,188,9441,0.99,78.75,0.01
950,8,189,9441,0.99,82.5,0.01
951,8,190,9351,1.23,81.0,0.01
952,4,256,9261,1.47,80.0,0.01
953,4,257,9171,1.71,79.28571428571429,0.01
954,5,133,9081,1.95,78.75,0.01
955,5,134,8991,1.79,79.61538461538461,0.01
956,5,135,9081,1.95,80.625,0.01
957,4,258,9171,1.71,81.42857142857143,0.01
958,4,259,9261,1.47,82.5,0.01
959,8,191,9351,1.23,84.0,0.01
960,8,192,9531,0.75,85.0,0.01
961,8,193,9441,0.99,86.25,0.01
962,8,194,9351,1.23,87.0,0.01
963,4,260,9261,1.47,85.0,0.01
964,4,261,9171,1.71,83.57142857142857,0.01
965,5,136,9081,1.95,82.5,0.01
966,5,137,8991,1.79,83.07692307692308,0.01
967,5,138,9081,1.95,84.375,0.01
968,4,262,9171,1.71,85.71428571428571,0.01
969,4,263,9261,1.47,87.5,0.01
970,4,264,9621,3.33,90.0,0.01
971,8,195,9531,0.75,90.0,0.01
972,8,196,9441,0.99,90.0,0.01
973,8,197,9351,1.23,90.0,0.01
974,4,265,9261,1.47,90.0,0.01
975,4,266,9171,1.71,87.85714285714286,0.01
976,5,139,9081,1.95,86.25,0.01
977,5,140,8991,1.79,86.53846153846153,0.01
978,5,141,9081,1.95,88.125,0.01
979,4,267,9171,1.71,90.0,0.01
980,4,268,9711,0.27,105.0,0.01
981,4,269,9621,3.33,97.5,0.01
982,8,198,9531,0.75,95.0,0.01
983,8,199,9441,0.99,93.75,0.01
984,8,200,9351,1.23,93.0,0.01
985,4,270,9261,1.47,92.5,0.01
986,4,271,9171,1.71,92.14285714285714,0.01
987,5,142,9081,1.95,90.0,0.01
988,5,143,8991,1.79,90.0,0.01
989,5,144,9081,1.95,91.875,0.01
990,5,145,9801,0.09,120.0,0.01
991,4,272,9711,0.27,120.0,0.01
992,4,273,9621,3.33,105.0,0.01
993,8,201,9531,0.75,100.0,0.01
994,8,202,9441,0.99,97.5,0.01
995,8,203,9351,1.23,96.0,0.01
996,4,274,9261,1.47,95.0,0.01
997,4,275,9171,1.71,94.28571428571429,0.01
998,5,146,9081,1.95,93.75,0.01
1000,6,139,999,0.75,20.0,0.01
1001,5,148,1089,0.87,20.0,0.01
1002,4,276,2088,1.95,16.875,0.01
1003,4,277,3087,23.91,16.071428571428573,0.01
1004,8,204,4086,4.3500000000000005,17.5,0.01
1005,8,205,5085,4.83,20.25,0.01
1006,8,206,6084,4.83,24.75,0.01
1007,4,278,7083,4.3500000000000005,32.5,0.01
1008,4,279,8082,19.47,48.214285714285715,0.01
1009,5,149,9081,1.95,95.625,0.01
1010,5,150,1089,0.87,26.666666666666668,0.01
1011,6,140,999,0.75,25.0,0.01
1012,5,151,1998,14.35,15.75,0.01
1013,7,148,2997,2.27,16.071428571428573,0.01
1014,5,152,3996,24.51,17.727272727272727,0.01
1015,7,149,4995,2.83,20.571428571428573,0.01
1016,7,150,5994,7.79,25.147058823529413,0.01
1017,5,153,6993,2.43,33.0,0.01
1018,7,151,7992,7.63,48.91304347826087,0.01
1019,5,154,8991,1.79,96.92307692307692,0.01
1020,4,280,2088,1.95,18.75,0.01
1021,5,155,1998,14.35,18.0,0.01
1022,4,281,2088,1.95,20.625,0.01
1023,4,282,3087,23.91,17.142857142857142,0.01
1024,8,207,4086,4.3500000000000005,18.333333333333332,0.01
1025,8,208,5085,4.83,21.0,0.01
1026,8,209,6084,4.83,25.5,0.01
1027,4,283,7083,4.3500000000000005,33.333333333333336,0.01
1028,4,284,8082,19.47,49.285714285714285,0.01
1029,5,156,9081,1.95,97.5,0.01
1030,4,285,3087,23.91,18.214285714285715,0.01
1031,7,152,2997,2.27,17.678571428571427,0.01
1032,4,286,3087,23.91,19.285714285714285,0.01
1033,6,141,3177,1.71,19.285714285714285,0.01
1034,3,57,4176,36.99,18.75,0.01
1035,8,210,5175,3.63,21.0,0.01
1036,2,27,6174,99.92,25.3125,0.01
1037,6,142,7173,13.47,33.0,0.01
1038,7,153,8172,13.950000000000001,48.75,0.01
1039,4,287,9171,1.71,96.42857142857143,0.01
1040,8,211,4086,4.3500000000000005,19.166666666666668,0.01
1041,5,157,3996,24.51,19.09090909090909,0.01
1042,8,212,4086,4.3500000000000005,20.0,0.01
1043,3,58,4176,36.99,20.0,0.01
1044,4,288,4266,1.47,22.5,0.01
1045,6,143,5265,5.91,22.5,0.01
1046,4,289,6264,29.79,26.25,0.01
1047,7,154,7263,2.91,33.75,0.01
1048,6,144,8262,2.43,49.5,0.01
1049,4,290,9261,1.47,97.5,0.01
1050,8,213,5085,4.83,21.75,0.01
1051,7,155,4995,2.83,21.857142857142858,0.01
1052,8,214,5085,4.83,22.5,0.01
1053,8,215,5175,3.63,22.0,0.01
1054,6,145,5265,5.91,24.0,0.01
1055,6,146,5355,11.790000000000001,27.0,0.01
1056,5,158,6354,19.95,28.125,0.01
1057,4,291,7353,2.19,35.0,0.01
1058,3,59,8352,34.89,50.625,0.01
1059,8,216,9351,1.23,99.0,0.01
1060,8,217,6084,4.83,26.25,0.01
1061,7,156,5994,7.79,26.470588235294116,0.01
1062,8,218,6084,4.83,27.0,0.01
1063,2,28,6174,99.92,26.25,0.01
1064,4,292,6264,29.79,27.5,0.01
1065,5,159,6354,19.95,30.0,0.01
1066,6,147,6444,0.99,33.75,0.01
1067,6,148,7443,15.99,37.5,0.01
1068,8,219,8442,1.47,52.5,0.01
1069,8,220,9441,0.99,101.25,0.01
1070,4,293,7083,4.3500000000000005,34.166666666666664,0.01
1071,5,160,6993,2.43,34.5,0.01
1072,4,294,7083,4.3500000000000005,35.0,0.01
1073,6,149,7173,13.47,34.0,0.01
1074,7,157,7263,2.91,35.0,0.01
1075,4,295,7353,2.19,36.666666666666664,0.01
1076,6,150,7443,15.99,40.0,0.01
1077,4,296,7533,0.75,45.0,0.01
1078,3,60,8532,24.27,56.25,0.01
1079,8,221,9531,0.75,105.0,0.01
1080,4,297,8082,19.47,50.357142857142854,0.01
1081,7,158,7992,7.63,50.869565217391305,0.01
1082,4,298,8082,19.47,51.42857142857143,0.01
1083,7,159,8172,13.950000000000001,50.0,0.01
1084,6,151,8262,2.43,51.0,0.01
1085,3,61,8352,34.89,52.5,0.01
1086,8,222,8442,1.47,55.0,0.01
1087,3,62,8532,24.27,60.0,0.01
1088,6,152,8622,0.51,67.5,0.01
1090,5,161,9081,1.95,99.375,0.01
1091,5,162,8991,1.79,100.38461538461539,0.01
1092,5,163,9081,1.95,101.25,0.01
1093,4,300,9171,1.71,98.57142857142857,0.01
1094,4,301,9261,1.47,100.0,0.01
1095,8,223,9351,1.23,102.0,0.01
1096,8,224,9441,0.99,105.0,0.01
1097,8,225,9531,0.75,110.0,0.01
1098,4,302,9621,3.33,120.0,0.01
1099,4,303,9711,0.27,135.0,0.01
1100,5,164,1089,0.87,33.333333333333336,0.01
1101,6,153,999,0.75,30.0,0.01
1102,5,165,1998,14.35,20.25,0.01
1103,7,160,2997,2.27,19.285714285714285,0.01
1104,5,166,3996,24.51,20.454545454545453,0.01
1105,7,161,4995,2.83,23.142857142857142,0.01
1106,7,162,5994,7.79,27.794117647058822,0.01
1107,5,167,6993,2.43,36.0,0.01
1108,7,163,7992,7.63,52.82608695652174,0.01
1109,5,168,8991,1.79,103.84615384615384,0.01
1110,6,154,999,0.75,35.0,0.01
1111,2,29,0,0.12,36.0,0.01
1112,6,155,999,0.75,40.0,0.01
1113,5,169,1998,14.35,22.5,0.01
1114,7,164,2997,2.27,20.892857142857142,0.01
1115,5,170,3996,24.51,21.818181818181817,0.01
1116,7,165,4995,2.83,24.428571428571427,0.01
1117,7,166,5994,7.79,29.11764705882353,0.01
1118,5,171,6993,2.43,37.5,0.01
1119,7,167,7992,7.63,54.78260869565217,0.01
1120,5,172,1998,14.35,24.75,0.01
1121,6,156,999,0.75,45.0,0.01
1122,5,173,1089,0.87,40.0,0.01
1123,4,304,2088,1.95,22.5,0.01
1124,4,305,3087,23.91,20.357142857142858,0.01
1125,8,226,4086,4.3500000000000005,20.833333333333332,0.01
1126,8,227,5085,4.83,23.25,0.01
1127,8,228,6084,4.83,27.75,0.01
1128,4,306,7083,4.3500000000000005,35.833333333333336,0.01
1129,4,307,8082,19.47,52.5,0.01
1130,7,168,2997,2.27,22.5,0.01
1131,5,174,1998,14.35,27.0,0.01
1132,4,308,2088,1.95,24.375,0.01
1133,7,169,2178,0.51,22.5,0.01
1134,6,157,3177,1.71,21.428571428571427,0.01
1135,3,63,4176,36.99,21.25,0.01
1136,8,229,5175,3.63,23.0,0.01
1137,2,30,6174,99.92,27.1875,0.01
1138,6,158,7173,13.47,35.0,0.01
1139,7,170,8172,13.950000000000001,51.25,0.01
1140,5,175,3996,24.51,23.181818181818183,0.01
1141,7,171,2997,2.27,24.107142857142858,0.01
1142,4,309,3087,23.91,21.428571428571427,0.01
1143,6,159,3177,1.71,23.571428571428573,0.01
1144,7,172,3267,0.45,25.714285714285715,0.01
1145,4,310,4266,1.47,25.0,0.01
1146,6,160,5265,5.91,25.5,0.01
1147,4,311,6264,29.79,28.75,0.01
1148,7,173,7263,2.91,36.25,0.01
1149,6,161,8262,2.43,52.5,0.01
1150,7,174,4995,2.83,25.714285714285715,0.01
1151,5,176,3996,24.51,24.545454545454547,0.01
1152,8,230,4086,4.3500000000000005,21.666666666666668,0.01
1153,3,64,4176,36.99,22.5,0.01
1154,4,312,4266,1.47,27.5,0.01
1155,5,177,4356,0.39,30.0,0.01
1156,6,162,5355,11.790000000000001,30.0,0.01
1157,5,178,6354,19.95,31.875,0.01
1158,4,313,7353,2.19,38.333333333333336,0.01
1159,3,65,8352,34.89,54.375,0.01
1160,7,175,5994,7.79,30.441176470588236,0.01
1161,7,176,4995,2.83,27.0,0.01
1162,8,231,5085,4.83,24.0,0.01
1163,8,232,5175,3.63,24.0,0.01
1164,6,163,5265,5.91,27.0,0.01
1165,6,164,5355,11.790000000000001,33.0,0.01
1166,6,165,5445,0.33,36.0,0.01
1167,6,166,6444,0.99,37.5,0.01
1168,6,167,7443,15.99,42.5,0.01
1169,8,233,8442,1.47,57.5,0.01
1170,5,179,6993,2.43,39.0,0.01
1171,7,177,5994,7.79,31.764705882352942,0.01
1172,8,234,6084,4.83,28.5,0.01
1173,2,31,6174,99.92,28.125,0.01
1174,4,314,6264,29.79,30.0,0.01
